2020-10-07 15:26:24,910 DEBUG   HandlerThread:16804 [handler.py:handle_request():54] handle_request: status
2020-10-07 15:26:24,911 DEBUG   SenderThread:16804 [sender.py:send():88] send: request
2020-10-07 15:26:24,911 DEBUG   SenderThread:16804 [sender.py:send_request():97] send_request: status
2020-10-07 15:26:24,919 DEBUG   SenderThread:16804 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): api.wandb.ai:443
2020-10-07 15:26:25,163 DEBUG   SenderThread:16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2020-10-07 15:26:26,957 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:26:31,578 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:26:31,785 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:26:36,197 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:26:40,166 DEBUG   HandlerThread:16804 [handler.py:handle_request():54] handle_request: status
2020-10-07 15:26:40,166 DEBUG   SenderThread:16804 [sender.py:send():88] send: request
2020-10-07 15:26:40,167 DEBUG   SenderThread:16804 [sender.py:send_request():97] send_request: status
2020-10-07 15:26:40,174 DEBUG   SenderThread:16804 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): api.wandb.ai:443
2020-10-07 15:26:40,411 DEBUG   SenderThread:16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2020-10-07 15:26:40,830 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:26:45,456 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:26:45,654 DEBUG   Thread-15 :16804 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /files/marcelloaborges/gpt-2/864dnwps/file_stream HTTP/1.1" 200 None
2020-10-07 15:26:50,092 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:26:54,728 DEBUG   SenderThread:16804 [sender.py:send():88] send: stats
2020-10-07 15:26:55,415 DEBUG   HandlerThread:16804 [handler.py:handle_request():54] handle_request: status
2020-10-07 15:26:55,416 DEBUG   SenderThread:16804 [sender.py:send():88] send: request
